Пост мониторинга,Период,NO2,O3,H2S,CO,SO2,"Температура, °С","Давление, мм рт. ст.","Влажность, %","Скорость ветра, м/с","Направление ветра, °"
Площадка 21 414,2025-05-17 16:00:00,77.4780000000,36.3420000000,0.3960000000,410.9420000000,0.3610000000,23.4650000000,756.2871949689,32.2500000000,0.8250000000,272.6000000000
Площадка 21 414,2025-05-17 16:20:00,76.0010000000,34.9960000000,0.5030000000,409.6400000000,0.5250000000,22.9650000000,756.3622011372,33.3900000000,1.0540000000,273.4000000000
Площадка 21 414,2025-05-17 16:40:00,75.4740000000,33.9650000000,0.4780000000,419.6700000000,0.4680000000,22.2550000000,756.3622011372,34.6650000000,0.2810000000,275.3000000000
Площадка 21 414,2025-05-17 17:00:00,76.1910000000,25.6870000000,0.4420000000,488.1740000000,0.5100000000,21.6000000000,756.3622011372,36.6150000000,0.1540000000,260.2000000000
Площадка 21 414,2025-05-17 17:20:00,72.7790000000,17.5560000000,0.3610000000,542.7140000000,0.4970000000,20.0300000000,756.4222060718,42.1350000000,0.1500000000,232.7500000000
Площадка 21 414,2025-05-17 17:40:00,61.1630000000,15.6060000000,0.3740000000,559.9270000000,0.4980000000,18.1700000000,756.5572171747,48.7200000000,0.1500000000,229.0000000000
Площадка 21 414,2025-05-17 18:00:00,68.6270000000,5.9750000000,0.2650000000,637.3550000000,0.4620000000,17.1150000000,756.6472245767,52.7250000000,0.1500000000,242.5500000000
Площадка 21 414,2025-05-17 18:20:00,67.4110000000,3.4120000000,0.8500000000,778.2310000000,0.4420000000,16.3550000000,756.7222307450,56.1100000000,0.1500000000,271.6000000000
Площадка 21 414,2025-05-17 18:40:00,69.3550000000,0.5400000000,5.1000000000,806.4040000000,0.4640000000,15.6550000000,756.7372319787,59.7950000000,0.1500000000,272.0000000000
Площадка 21 414,2025-05-17 19:00:00,60.5530000000,1.4980000000,9.7820000000,618.1710000000,0.4380000000,15.0150000000,756.8422406143,64.0800000000,0.1500000000,271.9500000000
Площадка 21 414,2025-05-17 19:20:00,52.8190000000,10.2930000000,6.3990000000,550.1970000000,3.1070000000,14.4850000000,756.8872443153,66.6250000000,0.1500000000,272.0000000000
Площадка 21 414,2025-05-17 19:40:00,47.7840000000,13.6960000000,1.5430000000,598.2970000000,2.2030000000,14.0050000000,756.8872443153,69.0300000000,0.1500000000,272.0000000000
Площадка 21 414,2025-05-17 20:00:00,50.5210000000,1.2010000000,0.9470000000,906.8010000000,0.5310000000,13.6750000000,756.8497412311,70.4250000000,0.1500000000,272.0000000000
Площадка 21 414,2025-05-17 20:20:00,53.5740000000,0.5990000000,1.4170000000,944.5510000000,0.3490000000,13.3500000000,756.8797436984,71.8800000000,0.1500000000,272.0000000000
Площадка 21 414,2025-05-17 20:40:00,53.8420000000,0.4720000000,1.3690000000,992.8530000000,1.5380000000,13.0950000000,756.8872443153,72.7100000000,0.1500000000,272.0000000000
Площадка 21 414,2025-05-17 21:00:00,52.0430000000,0.4620000000,1.3600000000,1019.0750000000,3.6610000000,12.4000000000,756.9022455489,75.9450000000,0.1500000000,272.0000000000
Площадка 21 414,2025-05-17 21:20:00,43.3510000000,0.5640000000,0.5000000000,1016.8290000000,11.0730000000,12.0150000000,756.8872443153,78.1150000000,0.1500000000,272.0000000000
Площадка 21 414,2025-05-17 21:40:00,40.5030000000,0.4820000000,0.6930000000,1061.0770000000,14.5820000000,11.7790000000,756.8872443153,78.5580000000,0.1500000000,272.0000000000
Площадка 21 414,2025-05-17 22:00:00,42.3380000000,0.4880000000,1.3880000000,1349.5360000000,0.4250000000,11.3950000000,756.8872443153,79.1800000000,0.1500000000,271.9500000000
Площадка 21 414,2025-05-17 22:20:00,37.0030000000,0.4120000000,1.1770000000,1159.3210000000,0.5460000000,11.0850000000,756.9397486331,80.0750000000,0.1500000000,272.0000000000
Площадка 21 414,2025-05-17 22:40:00,31.5030000000,0.4090000000,1.0740000000,878.8550000000,0.6670000000,10.7400000000,757.0222554182,81.2950000000,0.1500000000,272.0000000000
Площадка 21 414,2025-05-17 23:00:00,30.5500000000,0.4880000000,0.7240000000,808.5130000000,0.4470000000,10.5850000000,757.0897609697,82.1200000000,0.1500000000,272.0000000000
Площадка 21 414,2025-05-17 23:20:00,31.8980000000,0.4700000000,0.6980000000,900.3040000000,0.5380000000,10.4000000000,757.1497659043,82.4550000000,0.1500000000,272.0000000000
Площадка 21 414,2025-05-17 23:40:00,32.2660000000,0.4320000000,0.4820000000,842.7620000000,0.5800000000,10.0550000000,757.1572665211,83.3250000000,0.1500000000,272.0000000000
Площадка 21 414,2025-05-18 00:00:00,31.0630000000,0.4180000000,0.6990000000,735.6720000000,0.4520000000,9.5750000000,757.1797683716,84.9850000000,0.1500000000,235.5500000000
Площадка 21 414,2025-05-18 00:20:00,30.8750000000,0.4630000000,0.7880000000,706.8900000000,0.5250000000,9.4400000000,757.1497659043,85.6900000000,0.1500000000,215.0000000000
Площадка 21 414,2025-05-18 00:40:00,30.0720000000,0.4060000000,0.6830000000,698.2040000000,0.5280000000,9.2600000000,757.0222554182,86.2600000000,0.1500000000,215.0000000000
Площадка 21 414,2025-05-18 01:00:00,29.6810000000,0.6430000000,0.7730000000,689.1660000000,0.5160000000,9.1550000000,756.9322480162,87.0600000000,0.1500000000,215.0000000000
Площадка 21 414,2025-05-18 01:20:00,29.9570000000,0.4870000000,0.7060000000,678.5400000000,0.5290000000,9.2500000000,756.8647424648,86.6250000000,0.1500000000,215.0000000000
Площадка 21 414,2025-05-18 01:40:00,32.2950000000,0.3950000000,0.5910000000,652.1500000000,0.4420000000,9.5700000000,756.7972369133,85.5150000000,0.1500000000,213.5000000000
Площадка 21 414,2025-05-18 02:00:00,32.1760000000,0.5180000000,0.5880000000,641.7310000000,0.5600000000,10.0700000000,756.8047375301,84.1150000000,0.1500000000,206.0000000000
Площадка 21 414,2025-05-18 02:20:00,35.4760000000,0.5790000000,0.3820000000,832.5800000000,14.0540000000,10.5550000000,756.7447325955,84.0650000000,0.1500000000,160.7500000000
Площадка 21 414,2025-05-18 02:40:00,35.5610000000,0.6140000000,0.7070000000,861.9160000000,1.5280000000,11.2100000000,756.7222307450,82.7300000000,0.1500000000,124.4000000000
Площадка 21 414,2025-05-18 03:00:00,35.6900000000,0.5900000000,0.7100000000,1060.2490000000,0.5380000000,11.8850000000,756.6622258104,80.8350000000,0.1510000000,118.4500000000
Площадка 21 414,2025-05-18 03:20:00,31.1540000000,1.0990000000,0.5880000000,1003.5970000000,1.3060000000,13.1890000000,756.5647177916,75.8630000000,0.1560000000,188.3160000000
Площадка 21 414,2025-05-18 03:40:00,31.7420000000,3.3860000000,0.3590000000,855.0300000000,0.5080000000,14.8800000000,756.4822110064,69.7950000000,0.1500000000,169.8500000000
Площадка 21 414,2025-05-18 04:00:00,35.9760000000,3.5520000000,0.2660000000,861.2180000000,0.4690000000,16.5450000000,756.3697017540,64.7550000000,0.2040000000,129.6500000000
Площадка 21 414,2025-05-18 04:20:00,38.0590000000,6.3870000000,0.1850000000,767.6510000000,0.5430000000,17.7200000000,756.3021962025,60.5800000000,0.1640000000,133.0500000000
Площадка 21 414,2025-05-18 04:40:00,40.4420000000,10.3260000000,0.3340000000,710.7670000000,0.5750000000,18.2700000000,756.2871949689,59.3350000000,0.1580000000,126.8500000000
Площадка 21 414,2025-05-18 05:00:00,42.4540000000,14.3720000000,0.2340000000,696.8370000000,0.6030000000,19.2950000000,756.2346906510,56.5900000000,0.2640000000,155.1500000000
Площадка 21 414,2025-05-18 05:20:00,43.0080000000,16.8430000000,0.2790000000,671.8890000000,0.4150000000,19.9000000000,756.1521838659,55.9950000000,0.2090000000,142.5000000000
Площадка 21 414,2025-05-18 05:40:00,41.3780000000,15.0920000000,0.4020000000,633.4060000000,0.6240000000,20.1850000000,756.0396746135,56.3600000000,0.2140000000,113.5000000000
Площадка 21 414,2025-05-18 06:00:00,45.0910000000,21.8610000000,0.3410000000,634.0790000000,0.4880000000,21.0600000000,756.0021715293,54.3900000000,0.1870000000,134.0000000000
Площадка 21 414,2025-05-18 06:20:00,48.8840000000,25.5940000000,0.3030000000,571.9380000000,0.5150000000,23.4400000000,755.9646684452,48.1650000000,0.3180000000,116.1000000000
Площадка 21 414,2025-05-18 06:40:00,52.8930000000,27.0630000000,0.3670000000,523.2070000000,0.5470000000,24.5950000000,755.9121641274,44.2650000000,0.2410000000,137.1500000000
Площадка 21 414,2025-05-18 07:00:00,52.5330000000,28.5120000000,0.4150000000,516.5790000000,0.5430000000,25.7400000000,755.8296573422,41.6550000000,0.3830000000,135.2500000000
Площадка 21 414,2025-05-18 07:20:00,55.4570000000,34.7630000000,0.4120000000,474.5650000000,0.3830000000,25.9350000000,755.7096474729,37.5900000000,0.3130000000,168.1000000000
Площадка 21 414,2025-05-18 07:40:00,59.8720000000,39.2150000000,0.4150000000,456.2220000000,0.5140000000,26.6100000000,755.5971382205,34.0050000000,0.6360000000,162.9500000000
Площадка 21 414,2025-05-18 08:00:00,63.1610000000,41.4980000000,0.3890000000,445.7630000000,0.5800000000,26.8800000000,755.5371332859,31.6950000000,0.5750000000,179.8500000000
Площадка 21 414,2025-05-18 08:20:00,64.3620000000,41.5850000000,0.4480000000,439.5000000000,0.4850000000,26.2600000000,755.4696277344,30.9850000000,0.7820000000,170.5000000000
Площадка 21 414,2025-05-18 08:40:00,64.7480000000,41.7570000000,0.3790000000,435.9670000000,0.5200000000,26.0150000000,755.3721197156,30.2800000000,0.5360000000,202.3000000000
Площадка 21 414,2025-05-18 09:00:00,62.7610000000,40.9360000000,0.2840000000,428.6840000000,0.4930000000,26.4150000000,755.2596104631,32.2300000000,0.3920000000,184.2000000000
Площадка 21 414,2025-05-18 09:20:00,61.1500000000,40.4360000000,0.4030000000,423.7860000000,0.4490000000,26.6150000000,755.0870962761,32.4800000000,1.0460000000,143.7500000000
Площадка 21 414,2025-05-18 09:40:00,62.0180000000,39.8940000000,0.4740000000,424.5500000000,0.4550000000,27.1600000000,754.9295833226,30.3350000000,0.9760000000,192.4500000000
Площадка 21 414,2025-05-18 10:00:00,64.6270000000,36.7630000000,0.4360000000,426.7380000000,0.5300000000,26.7300000000,754.7570691355,31.9750000000,1.1160000000,147.7000000000
Площадка 21 414,2025-05-18 10:20:00,63.7810000000,39.6810000000,0.3660000000,415.3970000000,0.4760000000,23.8900000000,754.7870716029,34.2150000000,1.9800000000,150.8000000000
Площадка 21 414,2025-05-18 10:40:00,63.0610000000,41.3750000000,0.3950000000,396.3180000000,0.4810000000,22.6800000000,754.5920555653,35.1300000000,0.5410000000,111.9000000000
Площадка 21 414,2025-05-18 11:00:00,63.7590000000,40.8550000000,0.3870000000,401.4310000000,0.4930000000,23.3050000000,754.6295586494,34.4400000000,0.3010000000,175.9000000000
Площадка 21 414,2025-05-18 11:20:00,63.3780000000,39.1410000000,0.3690000000,410.7470000000,0.4420000000,24.4950000000,754.4570444623,35.1800000000,0.3350000000,214.7000000000
Площадка 21 414,2025-05-18 11:40:00,65.0640000000,39.0690000000,0.3670000000,430.8990000000,0.4900000000,24.5750000000,754.2320259574,33.5550000000,0.4570000000,270.3500000000
Площадка 21 414,2025-05-18 12:00:00,64.0840000000,37.0440000000,0.3980000000,408.9740000000,0.4980000000,24.0300000000,754.0370099199,34.3300000000,0.1610000000,298.1000000000
Площадка 21 414,2025-05-18 12:20:00,63.2890000000,38.6350000000,0.4190000000,408.5810000000,0.5770000000,24.7500000000,753.8194920318,34.2800000000,0.1570000000,276.9500000000
Площадка 21 414,2025-05-18 12:40:00,65.1640000000,41.3600000000,0.3720000000,399.2590000000,0.6420000000,25.3500000000,753.6244759942,32.3500000000,0.3000000000,292.7500000000
Площадка 21 414,2025-05-18 13:00:00,67.2650000000,39.9580000000,0.5390000000,403.3840000000,0.4350000000,25.2100000000,753.4219593398,32.0750000000,0.5610000000,284.0500000000
Площадка 21 414,2025-05-18 13:20:00,67.3450000000,40.1790000000,0.3360000000,389.0160000000,0.7410000000,23.9000000000,753.3844562556,35.4000000000,1.0650000000,171.4000000000
Площадка 21 414,2025-05-18 13:40:00,68.1970000000,40.2980000000,0.4400000000,387.3970000000,0.6370000000,22.6750000000,753.3694550220,37.9800000000,0.7480000000,136.5000000000
Площадка 21 414,2025-05-18 14:00:00,62.7440000000,38.1840000000,0.4580000000,397.2280000000,0.4440000000,22.6100000000,753.2869482369,37.0300000000,0.2340000000,173.8500000000
Площадка 21 414,2025-05-18 14:20:00,63.9120000000,34.9810000000,0.4640000000,425.5920000000,0.5200000000,22.7100000000,753.1519371339,36.5550000000,0.9200000000,266.6500000000
Площадка 21 414,2025-05-18 14:40:00,66.1010000000,33.7350000000,0.4590000000,424.0650000000,0.4500000000,22.2000000000,753.0619297320,38.7950000000,1.2500000000,269.7000000000
Площадка 21 414,2025-05-18 15:00:00,67.3930000000,34.9100000000,0.4150000000,396.9990000000,0.5860000000,21.2200000000,752.9494204795,41.8800000000,1.3070000000,280.0000000000
Площадка 21 414,2025-05-18 15:20:00,64.7040000000,39.2150000000,0.3630000000,389.9540000000,0.5820000000,20.9000000000,752.8969161617,43.1000000000,0.5770000000,299.5000000000
Площадка 21 414,2025-05-18 15:40:00,65.4930000000,36.9880000000,0.4940000000,397.6290000000,0.5780000000,20.6400000000,752.8444118439,43.1900000000,0.8970000000,287.3000000000
Площадка 21 414,2025-05-18 16:00:00,60.4640000000,31.0590000000,0.3770000000,398.5920000000,0.4880000000,20.5150000000,752.8594130775,46.8700000000,0.1880000000,274.2500000000
Площадка 21 414,2025-05-18 16:20:00,56.0220000000,27.8860000000,0.3930000000,407.0100000000,0.3690000000,20.1300000000,752.7019001241,49.6250000000,0.1500000000,245.0000000000
Площадка 21 414,2025-05-18 16:40:00,52.0860000000,25.8830000000,0.3920000000,423.9030000000,0.5040000000,19.5700000000,752.5518877875,53.0100000000,0.1500000000,187.3000000000
Площадка 21 414,2025-05-18 17:00:00,55.5240000000,12.2750000000,0.4200000000,430.8350000000,0.4760000000,18.8050000000,752.4918828529,57.3550000000,0.1500000000,180.7500000000
Площадка 21 414,2025-05-18 17:20:00,54.8050000000,3.8650000000,0.8960000000,471.2310000000,0.5240000000,18.3700000000,752.5443871707,60.4700000000,0.2190000000,178.3000000000
Площадка 21 414,2025-05-18 17:40:00,57.0850000000,23.5460000000,0.8950000000,445.6210000000,0.4160000000,18.4400000000,752.8819149280,52.9550000000,0.7500000000,205.8500000000
Площадка 21 414,2025-05-18 18:00:00,59.8280000000,29.2530000000,0.4250000000,408.1380000000,0.5530000000,18.7700000000,752.7994081429,50.7700000000,1.2910000000,252.4000000000
Площадка 21 414,2025-05-18 18:20:00,58.6260000000,31.0230000000,0.4540000000,394.0950000000,0.3570000000,18.4200000000,752.7919075261,53.7500000000,1.3060000000,211.7000000000
Площадка 21 414,2025-05-18 18:40:00,57.8350000000,35.5650000000,0.3710000000,367.4500000000,0.5260000000,17.0000000000,753.2494451527,60.7150000000,2.1480000000,246.2000000000
Площадка 21 414,2025-05-18 19:00:00,57.4070000000,35.1810000000,0.4040000000,361.9100000000,0.5220000000,16.1900000000,753.3619544052,64.7100000000,1.5690000000,251.8000000000
Площадка 21 414,2025-05-18 19:20:00,55.7120000000,34.6650000000,0.4170000000,359.6410000000,0.4650000000,15.7100000000,753.3619544052,67.5750000000,1.1720000000,244.0500000000
Площадка 21 414,2025-05-18 19:40:00,54.7280000000,33.5540000000,0.4850000000,355.0870000000,0.5480000000,15.5500000000,753.3394525547,67.2250000000,0.4200000000,226.8000000000
Площадка 21 414,2025-05-18 20:00:00,55.4240000000,34.9010000000,0.3910000000,350.7850000000,0.5450000000,15.4900000000,753.2869482369,66.4800000000,0.2800000000,220.7500000000
Площадка 21 414,2025-05-18 20:20:00,55.7460000000,34.1980000000,0.4650000000,345.0820000000,0.5710000000,15.2800000000,753.2269433022,67.7200000000,0.2120000000,205.9500000000
Площадка 21 414,2025-05-18 20:40:00,54.6100000000,34.5950000000,0.3510000000,339.3770000000,0.4690000000,14.8400000000,753.1069334329,71.2100000000,0.2790000000,182.6000000000
Площадка 21 414,2025-05-18 21:00:00,52.1180000000,33.3210000000,0.3780000000,334.8990000000,0.4420000000,14.3000000000,752.9419198627,75.7050000000,0.1750000000,153.2000000000
Площадка 21 414,2025-05-18 21:20:00,46.7860000000,27.6050000000,0.4550000000,371.5990000000,0.5560000000,13.8450000000,752.6718976568,79.9100000000,0.1500000000,119.3500000000
Площадка 21 414,2025-05-18 21:40:00,42.6110000000,25.2290000000,0.4980000000,369.2100000000,0.4210000000,13.5450000000,752.5668890212,82.9500000000,0.1500000000,119.0000000000
Площадка 21 414,2025-05-18 22:00:00,40.4270000000,21.4980000000,1.0340000000,380.7810000000,0.3710000000,13.4050000000,752.3643723668,84.5850000000,0.1500000000,119.0000000000
Площадка 21 414,2025-05-18 22:20:00,49.9920000000,11.1720000000,1.4390000000,342.3860000000,0.6120000000,13.2400000000,752.2068594133,85.6050000000,0.1510000000,109.0000000000
Площадка 21 414,2025-05-18 22:40:00,48.5260000000,21.1000000000,0.3940000000,328.1740000000,0.5180000000,13.0800000000,752.0043427589,85.8800000000,0.1520000000,95.2500000000
Площадка 21 414,2025-05-18 23:00:00,45.7810000000,19.0820000000,0.2730000000,329.8420000000,0.4020000000,13.0470000000,751.8693316560,86.8470000000,0.1500000000,97.5260000000
Площадка 21 414,2025-05-18 23:20:00,41.9710000000,21.3590000000,0.2490000000,326.6680000000,0.5090000000,13.0950000000,751.7118187026,86.6650000000,0.1500000000,116.3500000000
